Chromsome	Gene_ID	Start	End	Length	Eigen_Improvement_Sweep_Region	InterPro_description
ch01	Solyc01g020190.2	27872760	27873301	542	EDS012	Membrane-associated ring finger 6 (AHRD V1 *--- B3VKM1_PIG)%3B contains Interpro domain(s)  IPR011016  Zinc finger%2C RING-CH-type 
ch01	Solyc01g020200.1	27885179	27885770	592	EDS012	Hypothetical chloroplast RF1 (AHRD V1 ***- B1NWK7_MANES)
ch01	Solyc01g020210.1	27928868	27929981	1114	EDS012	Mutator-like transposase (AHRD V1 ***- Q9SL18_ARATH)
ch01	Solyc01g020220.1	27945942	27955023	9082	EDS012	Replication factor C subunit 5 (AHRD V1 ***- B6T5I0_MAIZE)%3B contains Interpro domain(s)  IPR019483  DNA polymerase III%2C clamp-loader complex%2C subunit E%2C C-terminal 
ch01	Solyc01g020230.2	27957817	27958778	962	EDS012	Unknown Protein (AHRD V1)
ch01	Solyc01g020240.2	27975078	27985354	10277	EDS012	T31J12.1 protein (Fragment) (AHRD V1 ***- Q9ZPZ6_ARATH)
ch01	Solyc01g020280.1	28640069	28640365	297	EDS013	Unknown Protein (AHRD V1)
ch01	Solyc01g020510.1	31130380	31130640	261	EDS016	Ycf2 (AHRD V1 *-*- A6Y9X1_HAMJA)%3B contains Interpro domain(s)  IPR008543  Chloroplast Ycf2 
ch01	Solyc01g020520.2	31165431	31173049	7619	EDS016	Membrane-bound transcription factor protease site 2 (AHRD V1 ***- Q4V9P5_DANRE)%3B contains Interpro domain(s)  IPR008915  Peptidase M50 
ch01	Solyc01g021640.2	32489212	32515692	26481	EDS017	DDB1- and CUL4-associated factor 4 (AHRD V1 **-- DCAF4_BOVIN)%3B contains Interpro domain(s)  IPR011046  WD40 repeat-like 
ch01	Solyc01g021650.1	32533246	32533958	713	EDS017	Unknown Protein (AHRD V1)%3B contains Interpro domain(s)  IPR015410  Region of unknown function DUF1985 
ch01	Solyc01g021660.1	32534185	32536309	2125	EDS017	Ulp1 protease family C-terminal catalytic domain containing protein (AHRD V1 ***- Q60D46_SOLDE)%3B contains Interpro domain(s)  IPR003653  Peptidase C48%2C SUMO/Sentrin/Ubl1 
ch01	Solyc01g021670.2	32538796	32541485	2690	EDS017	POT family domain containing protein expressed (AHRD V1 ***- D8L9H8_WHEAT)%3B contains Interpro domain(s)  IPR007493  Protein of unknown function DUF538 
ch01	Solyc01g021680.1	32542277	32542474	198	EDS017	HAT family dimerisation domain containing protein (AHRD V1 ***- Q2R4E7_ORYSJ)
ch01	Solyc01g021690.1	32601821	32602219	399	EDS017	Unknown Protein (AHRD V1)
ch01	Solyc01g028850.1	33616681	33617621	941	EDS018	Unknown Protein (AHRD V1)%3B contains Interpro domain(s)  IPR010285  Protein of unknown function DUF889%2C eukaryote 
ch01	Solyc01g028860.2	33625778	33629920	4143	EDS018	YTH domain family 2 (Predicted) (AHRD V1 *--- B2GUU1_RAT)%3B contains Interpro domain(s)  IPR007275  YT521-B-like protein 
ch01	Solyc01g028870.2	33675673	33684181	8509	EDS018	N utilization substance protein B homolog (AHRD V1 *-*- D5S311_CLODI)%3B contains Interpro domain(s)  IPR006027  NusB/RsmB/TIM44 
ch01	Solyc01g028880.1	33686698	33687369	672	EDS018	Unknown Protein (AHRD V1)
ch01	Solyc01g028890.1	33696344	33697386	1043	EDS018	Unknown Protein (AHRD V1)
ch01	Solyc01g034060.1	36081157	36081489	333	EDS019	Unknown Protein (AHRD V1)
ch01	Solyc01g034070.1	36084389	36084923	535	EDS019	Unknown Protein (AHRD V1)%3B contains Interpro domain(s)  IPR016027  Nucleic acid-binding%2C OB-fold-like 
ch01	Solyc01g034080.1	36193018	36194430	1413	EDS019	Amino acid permease (Fragment) (AHRD V1 ***- B8C3S3_THAPS)%3B contains Interpro domain(s)  IPR002293  Amino acid/polyamine transporter I 
ch01	Solyc01g034140.1	36526971	36527306	336	EDS020	Unknown Protein (AHRD V1)
ch01	Solyc01g034150.2	36603977	36621602	17626	EDS020	DNA polymerase IV (AHRD V1 *-** C9SBX6_VERA1)%3B contains Interpro domain(s)  IPR017061  DNA polymerase eta 
ch01	Solyc01g044420.2	38947224	38949921	2698	EDS021	Calmodulin binding protein (AHRD V1 **-* B6SL12_MAIZE)%3B contains Interpro domain(s)  IPR000048  IQ calmodulin-binding region 
ch01	Solyc01g044430.1	38956049	38958419	2371	EDS021	Ulp1 protease family C-terminal catalytic domain containing protein (AHRD V1 *-*- Q60D46_SOLDE)%3B contains Interpro domain(s)  IPR003653  Peptidase C48%2C SUMO/Sentrin/Ubl1 
ch01	Solyc01g044440.1	38960403	38961720	1318	EDS021	Mutator-like transposase (AHRD V1 *-*- Q9SKL7_ARATH)%3B contains Interpro domain(s)  IPR018289  MULE transposase%2C conserved domain 
ch01	Solyc01g044550.1	39693876	39694433	558	EDS022	Anthocyanidin synthase (AHRD V1 **-- O22583_MATIN)
ch01	Solyc01g044560.1	39703464	39704133	670	EDS022	1-AMINOCYCLOPROPANE-1-CARBOXYLATE OXIDASE-like protein (AHRD V1 **-- Q94CL5_ARATH)%3B contains Interpro domain(s)  IPR005123  Oxoglutarate and iron-dependent oxygenase 
ch01	Solyc01g045570.1	39757186	39757584	399	EDS022	Ulp1 protease family C-terminal catalytic domain containing protein (AHRD V1 ***- Q60D46_SOLDE)
ch01	Solyc01g045580.1	39759709	39761010	1302	EDS022	Ulp1 protease family C-terminal catalytic domain containing protein (AHRD V1 *-*- Q60D46_SOLDE)
ch01	Solyc01g047580.1	39893908	39894961	1054	EDS022	Unknown Protein (AHRD V1)%3B contains Interpro domain(s)  IPR013699  Signal recognition particle%2C SRP72 subunit%2C RNA-binding 
ch01	Solyc01g047590.1	40004252	40007036	2785	EDS022	Signal recognition particle protein (AHRD V1 ***- B0XFF2_CULQU)
ch01	Solyc01g048590.1	40029756	40030127	372	EDS022	Photosystem Q(B) protein (AHRD V1 ***- Q6W3U7_9BRYO)%3B contains Interpro domain(s)  IPR000484  Photosynthetic reaction centre%2C L/M 
ch01	Solyc01g048600.1	40036856	40037116	261	EDS022	Unknown Protein (AHRD V1)
ch01	Solyc01g048610.1	40037179	40039391	2213	EDS022	Unknown Protein (AHRD V1)
ch01	Solyc01g049900.2	42168608	42178943	10336	EDS023	Membrane-bound transcription factor protease site 2 (AHRD V1 ***- Q4V9P5_DANRE)
ch01	Solyc01g049910.2	42191012	42191243	232	EDS023	Unknown Protein (AHRD V1)
ch01	Solyc01g049920.1	42382539	42382760	222	EDS023	Unknown Protein (AHRD V1)
ch01	Solyc01g049950.1	42722809	42722988	180	EDS024	Ribosomal protein L5 (AHRD V1 ***- Q70G83_SOLCO)
ch01	Solyc01g049960.2	42725926	42727636	1711	EDS024	Unknown Protein (AHRD V1)
ch01	Solyc01g049970.1	42750080	42753902	3823	EDS024	Ulp1 protease family C-terminal catalytic domain containing protein (AHRD V1 *-*- Q60D46_SOLDE)
ch01	Solyc01g049980.2	42768745	42769504	760	EDS024	Unknown Protein (AHRD V1)
ch01	Solyc01g049990.1	42779977	42780138	162	EDS024	Unknown Protein (AHRD V1)
ch01	Solyc01g050000.2	42810304	42811291	988	EDS024	HAT family dimerisation domain containing protein (AHRD V1 ***- Q2R149_ORYSJ)
ch01	Solyc01g050010.2	42811141	42812144	1004	EDS024	HAT family dimerisation domain containing protein (AHRD V1 *-*- Q2R194_ORYSJ)%3B contains Interpro domain(s)  IPR008906  HAT dimerisation 
ch01	Solyc01g056230.1	45501195	45502055	861	EDS027	Unknown Protein (AHRD V1)%3B contains Interpro domain(s)  IPR005162  Retrotransposon gag protein 
ch01	Solyc01g056240.1	45516690	45517175	486	EDS027	S-locus F-box-like protein c (AHRD V1 **-- B0F0G4_PETIN)
ch01	Solyc01g056250.2	45583655	45584269	615	EDS027	S-locus F-box-like protein d (AHRD V1 ***- B0F0G0_PETIN)%3B contains Interpro domain(s)  IPR001810  Cyclin-like F-box 
ch01	Solyc01g056260.1	45655608	45655820	213	EDS027	Unknown Protein (AHRD V1)
ch01	Solyc01g056270.2	45656374	45657074	701	EDS027	Unknown Protein (AHRD V1)
ch01	Solyc01g056280.2	45662764	45663964	1201	EDS027	F-box (AHRD V1 ***- Q84KQ9_PRUMU)%3B contains Interpro domain(s)  IPR006527  F-box associated 
ch01	Solyc01g056310.2	46194291	46196312	2022	EDS028	Laccase-2 (AHRD V1 **-- LAC2_ORYSJ)%3B contains Interpro domain(s)  IPR011707  Multicopper oxidase%2C type 3 
ch01	Solyc01g056350.1	46551960	46552124	165	EDS029	Unknown Protein (AHRD V1)
ch01	Solyc01g056360.2	46637847	46638272	426	EDS029	Unknown Protein (AHRD V1)
ch01	Solyc01g056480.2	47303967	47304549	583	EDS030	Unknown Protein (AHRD V1)
ch01	Solyc01g056580.2	47784768	47788562	3795	EDS031	L-aspartate oxidase (AHRD V1 ***- D7M6M9_ARALY)%3B contains Interpro domain(s)  IPR004112  Fumarate reductase/succinate dehydrogenase flavoprotein%2C C-terminal 
ch01	Solyc01g056590.1	47790668	47791953	1286	EDS031	Genomic DNA chromosome 5 TAC clone K21L13 (AHRD V1 ***- Q9LSM1_ARATH)
ch01	Solyc01g056600.2	47898335	47899089	755	EDS031	Ribonuclease 3 (AHRD V1 *-*- RNC_THEFY)%3B contains Interpro domain(s)  IPR001159  Double-stranded RNA binding 
ch01	Solyc01g056610.1	47908795	47909022	228	EDS031	Unknown Protein (AHRD V1)
ch01	Solyc01g056620.2	47922648	47930463	7816	EDS031	DsRNA-binding protein (AHRD V1 *-*- B5BUY7_ARATH)%3B contains Interpro domain(s)  IPR001159  Double-stranded RNA binding 
ch01	Solyc01g056780.2	49444478	49445701	1224	EDS032	50S ribosomal protein L34 (AHRD V1 *-*- D7KDQ0_ARALY)%3B contains Interpro domain(s)  IPR000271  Ribosomal protein L34 
ch01	Solyc01g056790.2	49447274	49449624	2351	EDS032	Exostosin-like (AHRD V1 ***- Q2HVN7_MEDTR)%3B contains Interpro domain(s)  IPR004263  Exostosin-like 
ch01	Solyc01g056800.1	49457466	49457957	492	EDS032	Exostosin-like (AHRD V1 ***- Q2HVN7_MEDTR)%3B contains Interpro domain(s)  IPR004263  Exostosin-like 
ch01	Solyc01g056970.1	50755990	50756190	201	EDS033	Unknown Protein (AHRD V1)
ch01	Solyc01g056980.2	50762419	50765663	3245	EDS033	Unknown Protein (AHRD V1)
ch01	Solyc01g056990.2	50768621	50781621	13001	EDS033	Genomic DNA chromosome 5 BAC clone F15M7 (AHRD V1 ***- Q9FG11_ARATH)
ch01	Solyc01g057000.2	50798585	50800986	2402	EDS033	Universal stress protein family protein (AHRD V1 ***- D7LAT3_ARALY)%3B contains Interpro domain(s)  IPR006016  UspA 
ch01	Solyc01g057010.1	50833554	50834726	1173	EDS033	F-box family protein (AHRD V1 ***- B9GFB6_POPTR)%3B contains Interpro domain(s)  IPR017451  F-box associated type 1 
ch01	Solyc01g057020.2	50849967	50851103	1137	EDS033	PDE320 (AHRD V1 ***- D7L613_ARALY)
ch01	Solyc01g057030.1	50859567	50859776	210	EDS033	Unknown Protein (AHRD V1)
ch01	Solyc01g057040.2	50861679	50866586	4908	EDS033	PDE320 (AHRD V1 ***- D7L613_ARALY)
ch01	Solyc01g057400.1	53763169	53763522	354	EDS034	Helicase-like protein (AHRD V1 ***- Q69V29_ORYSJ)%3B contains Interpro domain(s)  IPR010285  Protein of unknown function DUF889%2C eukaryote 
ch01	Solyc01g057410.1	53769260	53769412	153	EDS034	Unknown Protein (AHRD V1)
ch01	Solyc01g057420.1	53785746	53786535	790	EDS034	Unknown Protein (AHRD V1)
ch01	Solyc01g057430.2	53801262	53801813	552	EDS034	Chloroplast carboxyltransferase alpha subunit (AHRD V1 ***- Q6QIW1_BRANA)%3B contains Interpro domain(s)  IPR001095  Acetyl-CoA carboxylase%2C alpha subunit 
ch01	Solyc01g057440.2	53827510	53828955	1446	EDS034	Unknown Protein (AHRD V1)
ch01	Solyc01g057920.1	57403783	57403977	195	EDS036	Unknown Protein (AHRD V1)
ch01	Solyc01g058160.2	58392149	58394695	2547	EDS037	Agenet domain-containing protein (AHRD V1 ***- D7L5I9_ARALY)%3B contains Interpro domain(s)  IPR008395  Agenet 
ch01	Solyc01g058170.2	58394138	58395901	1764	EDS037	Agenet domain-containing protein (AHRD V1 ***- D7L5I9_ARALY)%3B contains Interpro domain(s)  IPR008395  Agenet 
ch01	Solyc01g058190.2	58437988	58440724	2737	EDS037	30S ribosomal protein S6 (AHRD V1 *-*- B4WXW0_9GAMM)%3B contains Interpro domain(s)  IPR000529  Ribosomal protein S6 
ch01	Solyc01g058200.2	58440356	58440902	547	EDS037	Unknown Protein (AHRD V1)
ch01	Solyc01g058210.1	58457872	58459763	1892	EDS037	Gelsolin (AHRD V1 **-- Q9DGQ5_DANRE)%3B contains Interpro domain(s)  IPR007122  Gelsolin 
ch01	Solyc01g058220.1	58497727	58499026	1300	EDS037	At2g42220/T24P15.13 (Fragment) (AHRD V1 *-*- Q94AY4_ARATH)%3B contains Interpro domain(s)  IPR001763  Rhodanese-like 
ch01	Solyc01g058350.1	59188371	59188652	282	EDS038	Unknown Protein (AHRD V1)
ch01	Solyc01g058360.1	59232114	59236773	4660	EDS038	Major facilitator superfamily transporter (AHRD V1 **-- A8NUY3_COPC7)%3B contains Interpro domain(s)  IPR016196  Major facilitator superfamily%2C general substrate transporter 
ch01	Solyc01g058370.1	59239352	59242381	3030	EDS038	Helitron helicase-like protein (AHRD V1 ***- D0NDZ2_PHYIN)%3B contains Interpro domain(s)  IPR010285  Protein of unknown function DUF889%2C eukaryote 
ch01	Solyc01g058380.1	59244046	59245658	1613	EDS038	Coatomer subunit gamma (AHRD V1 ***- B6SV32_MAIZE)%3B contains Interpro domain(s)  IPR002553  Clathrin/coatomer adaptor%2C adaptin-like%2C N-terminal 
ch01	Solyc01g058390.2	59252697	59258614	5918	EDS038	Galactokinase (AHRD V1 **** B6V3B9_CUCME)%3B contains Interpro domain(s)  IPR000705  Galactokinase 
ch01	Solyc01g058400.1	59262794	59266568	3775	EDS038	Unknown Protein (AHRD V1)
ch01	Solyc01g058410.1	59332174	59334912	2739	EDS038	Unknown Protein (AHRD V1)
ch01	Solyc01g058420.1	59334967	59335448	482	EDS038	Ribosomal protein S3 (Fragment) (AHRD V1 *-*- D3GFB9_9ROSI)
ch01	Solyc01g058430.1	59357955	59361469	3515	EDS038	Mutator-like transposase (AHRD V1 *-*- Q9SKM2_ARATH)%3B contains Interpro domain(s)  IPR004332  Transposase%2C MuDR%2C plant 
ch01	Solyc01g058440.1	59371385	59372783	1399	EDS038	Unknown Protein (AHRD V1)
ch01	Solyc01g058450.2	59383756	59401962	18207	EDS038	RNA binding protein (AHRD V1 *--* B6UFA0_MAIZE)%3B contains Interpro domain(s)  IPR015903  Ribonucleoprotein%2C BRUNO-like 
ch01	Solyc01g058670.2	60363932	60365436	1505	EDS039	Transcription factor (AHRD V1 *-** D7L4N5_ARALY)
ch01	Solyc01g058710.1	60769677	60771321	1645	EDS040	Unknown Protein (AHRD V1)
ch01	Solyc01g058720.2	60821655	60822485	831	EDS040	NaCl-inducible Ca2+-binding protein (AHRD V1 **-* O22368_ARATH)%3B contains Interpro domain(s)  IPR011992  EF-Hand type 
ch01	Solyc01g058730.2	60842920	60852142	9223	EDS040	Os03g0310500 protein (Fragment) (AHRD V1 *-*- Q0DSF8_ORYSJ)
ch01	Solyc01g058740.2	61070468	61079302	8835	EDS040	Unknown Protein (AHRD V1)
ch01	Solyc01g059740.1	61100939	61101686	748	EDS040	Unknown Protein (AHRD V1)
ch01	Solyc01g059750.1	61139151	61140491	1341	EDS040	Unknown Protein (AHRD V1)
ch01	Solyc01g059760.1	61172554	61178067	5514	EDS040	Ulp1 protease family C-terminal catalytic domain containing protein (AHRD V1 *-*- Q60D46_SOLDE)%3B contains Interpro domain(s)  IPR003653  Peptidase C48%2C SUMO/Sentrin/Ubl1 
ch01	Solyc01g059780.1	61240840	61241094	255	EDS040	Unknown Protein (AHRD V1)
ch01	Solyc01g059790.1	61298262	61298477	216	EDS040	Unknown Protein (AHRD V1)
ch01	Solyc01g059800.1	61307704	61307862	159	EDS040	Unknown Protein (AHRD V1)
ch01	Solyc01g059810.1	61361946	61362281	336	EDS040	Unknown Protein (AHRD V1)
ch01	Solyc01g059820.1	61452313	61452820	508	EDS040	Unknown Protein (AHRD V1)
ch01	Solyc01g059830.2	61474622	61478520	3899	EDS040	Enoyl-CoA hydratase (AHRD V1 ***- C1K4P1_ELAOL)%3B contains Interpro domain(s)  IPR001753  Crotonase%2C core 
ch01	Solyc01g059840.1	61506373	61507764	1392	EDS040	GDSL esterase/lipase At4g16230 (AHRD V1 **** GDL64_ARATH)%3B contains Interpro domain(s)  IPR001087  Lipase%2C GDSL 
ch01	Solyc01g059850.2	61660289	61660562	274	EDS040	Unknown Protein (AHRD V1)%3B contains Interpro domain(s)  IPR001096  Peptidase C13%2C legumain 
ch01	Solyc01g059860.2	61725129	61733391	8263	EDS040	Kinase family protein (AHRD V1 ***- D7L5X4_ARALY)%3B contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase 
ch01	Solyc01g059870.2	61760931	61767869	6939	EDS040	Phytochrome B1
ch01	Solyc01g059880.2	61770639	61776611	5973	EDS040	ATP citrate lyase a-subunit (AHRD V1 **** Q93YH4_LUPAL)%3B contains Interpro domain(s)  IPR016141  Citrate synthase-like%2C core 
ch01	Solyc01g059910.2	62127435	62130093	2659	EDS041	Pto-like%2C Serine/threonine kinase protein%2C resistance protein
ch01	Solyc01g059920.2	62145992	62156189	10198	EDS041	Genomic DNA chromosome 3 TAC clone K14A17 (AHRD V1 ***- Q9LSP4_ARATH)%3B contains Interpro domain(s)  IPR016027  Nucleic acid-binding%2C OB-fold-like 
ch01	Solyc01g059930.2	62161025	62163678	2654	EDS041	Universal stress protein (AHRD V1 ***- D6BRD7_9ROSI)%3B contains Interpro domain(s)  IPR006016  UspA 
ch01	Solyc01g059940.2	62164693	62165761	1069	EDS041	Pectinesterase inhibitor (AHRD V1 *-*- A2Q2X5_MEDTR)%3B contains Interpro domain(s)  IPR006501  Pectinesterase inhibitor 
ch01	Solyc01g059950.1	62169546	62172622	3077	EDS041	GAI-like protein 1 (Fragment) (AHRD V1 *--- A1YWX1_9ROSI)%3B contains Interpro domain(s)  IPR005202  GRAS transcription factor 
ch01	Solyc01g059960.1	62180467	62182194	1728	EDS041	GAI-like protein 1 (Fragment) (AHRD V1 **-- A1YWM9_9ROSI)%3B contains Interpro domain(s)  IPR005202  GRAS transcription factor 
ch01	Solyc01g059970.1	62195080	62197514	2435	EDS041	Mutator-like transposase (AHRD V1 **-- Q94HK4_ORYSA)%3B contains Interpro domain(s)  IPR006564  Zinc finger%2C PMZ-type 
ch01	Solyc01g059980.2	62201815	62226187	24373	EDS041	Beta-glucanase (AHRD V1 ***- Q53X08_NICPL)%3B contains Interpro domain(s)  IPR000490  Glycoside hydrolase%2C family 17 
ch01	Solyc01g059990.2	62210623	62226187	15565	EDS041	Serine/threonine-protein phosphatase 7 long form homolog (AHRD V1 *--- PPP7L_ARATH)%3B contains Interpro domain(s)  IPR019557  Aminotransferase-like%2C plant mobile domain 
ch01	Solyc01g060000.1	62214821	62217851	3031	EDS041	Mutator-like transposase (AHRD V1 ***- Q9FW81_ORYSJ)%3B contains Interpro domain(s)  IPR018289  MULE transposase%2C conserved domain 
ch01	Solyc01g060010.1	62219514	62220353	840	EDS041	Beta-glucanase (AHRD V1 ***- Q53X08_NICPL)%3B contains Interpro domain(s)  IPR000490  Glycoside hydrolase%2C family 17 
ch01	Solyc01g060020.2	62224181	62226272	2092	EDS041	Beta-glucanase (AHRD V1 ***- Q53X08_NICPL)%3B contains Interpro domain(s)  IPR000490  Glycoside hydrolase%2C family 17 
ch01	Solyc01g060480.1	64062533	64063422	890	EDS042	TNP2 (AHRD V1 **-- C7FDI5_SOYBN)
ch01	Solyc01g060490.2	64091164	64092076	913	EDS042	GATA transcription factor 22 (AHRD V1 *-*- B6U513_MAIZE)%3B contains Interpro domain(s)  IPR000679  Zinc finger%2C GATA-type 
ch01	Solyc01g065490.2	64128442	64131779	3338	EDS042	Aldo/keto reductase (AHRD V1 **-- A2Q5A8_MEDTR)%3B contains Interpro domain(s)  IPR001395  Aldo/keto reductase 
ch01	Solyc01g065500.2	64136383	64139796	3414	EDS042	Phosphoribosylanthranilate transferase (Fragment) (AHRD V1 *--- Q43085_PEA)%3B contains Interpro domain(s)  IPR013583  Phosphoribosyltransferase C-terminal%2C plant 
ch01	Solyc01g065510.2	64170598	64171539	942	EDS042	Unknown Protein (AHRD V1)
ch01	Solyc01g065520.1	64178268	64181829	3562	EDS042	Unknown Protein (AHRD V1)
ch01	Solyc01g065530.2	64199720	64202838	3119	EDS042	COBRA-like protein (AHRD V1 ***- Q655F2_ORYSJ)%3B contains Interpro domain(s)  IPR006918  Glycosyl-phosphatidyl inositol-anchored%2C plant 
ch01	Solyc01g065540.2	64203477	64207656	4180	EDS042	Response regulator 8 (AHRD V1 *-*- Q9AV93_MAIZE)%3B contains Interpro domain(s)  IPR017053  Response regulator%2C plant B-type 
ch01	Solyc01g065710.2	64687653	64690458	2806	EDS043	Unknown Protein (AHRD V1)
ch01	Solyc01g065720.2	64704413	64723926	19514	EDS043	Phospholipase D (AHRD V1 **** A3KH17_ARATH)%3B contains Interpro domain(s)  IPR016555  Phospholipase D%2C eukaryota 
ch01	Solyc01g065740.2	64741247	64745383	4137	EDS043	F-box family protein (AHRD V1 ***- B9GFH4_POPTR)%3B contains Interpro domain(s)  IPR001810  Cyclin-like F-box 
ch01	Solyc01g065750.2	64752103	64752580	478	EDS043	Unknown Protein (AHRD V1)
ch01	Solyc01g065760.1	64764782	64764961	180	EDS043	NAD(P)H-quinone oxidoreductase subunit 2 chloroplastic (AHRD V1 ***- A6YA00_KALDA)
ch01	Solyc01g065770.1	64795769	64796228	460	EDS043	NADH-quinone oxidoreductase subunit D (AHRD V1 ***- C4YU74_9RICK)%3B contains Interpro domain(s)  IPR001135  NADH-quinone oxidoreductase%2C subunit D 
ch01	Solyc01g065780.1	64797615	64797812	198	EDS043	NADH-quinone oxidoreductase subunit D (AHRD V1 --*- NUOD_EHRCR)
ch01	Solyc01g065790.1	64798094	64798411	318	EDS043	Unknown Protein (AHRD V1)
ch01	Solyc01g065800.1	64798531	64799273	743	EDS043	Unknown Protein (AHRD V1)
ch01	Solyc01g065810.1	64800051	64800539	489	EDS043	NADH-quinone oxidoreductase subunit D (AHRD V1 ***- C4YU74_9RICK)%3B contains Interpro domain(s)  IPR001135  NADH-quinone oxidoreductase%2C subunit D 
ch01	Solyc01g065820.1	64806177	64806966	790	EDS043	Unknown Protein (AHRD V1)%3B contains Interpro domain(s)  IPR000167  Dehydrin 
ch01	Solyc01g065830.1	64807732	64809374	1643	EDS043	Unknown Protein (AHRD V1)
ch01	Solyc01g065840.2	64822899	64826400	3502	EDS043	F-box/LRR-repeat protein At3g03360 (AHRD V1 *-*- FBL42_ARATH)%3B contains Interpro domain(s)  IPR001810  Cyclin-like F-box 
ch01	Solyc01g065850.1	64841232	64843582	2351	EDS043	Unknown Protein (AHRD V1)
ch01	Solyc01g065860.1	64893998	64896682	2685	EDS043	Helitron helicase-like protein (AHRD V1 ***- D0NDZ2_PHYIN)%3B contains Interpro domain(s)  IPR010285  Protein of unknown function DUF889%2C eukaryote 
ch01	Solyc01g065870.1	64896758	64896946	189	EDS043	Helitron helicase-like protein (AHRD V1 ***- D0MT84_PHYIN)%3B contains Interpro domain(s)  IPR010285  Protein of unknown function DUF889%2C eukaryote 
ch01	Solyc01g065880.1	64897007	64897342	336	EDS043	Helitron helicase-like protein (AHRD V1 ***- D0P122_PHYIN)
ch01	Solyc01g065890.1	64913812	64914218	407	EDS043	Gt-2-related-like (AHRD V1 ***- Q67UM4_ORYSJ)
ch01	Solyc01g065900.1	64917393	64918319	927	EDS043	Gt-2-related-like (AHRD V1 *-*- Q67UM4_ORYSJ)
ch01	Solyc01g065910.1	64968834	64971669	2836	EDS043	Periaxin-like protein (AHRD V1 *--- Q940G9_ARATH)
ch01	Solyc01g065920.1	65024242	65024502	261	EDS043	Unknown Protein (AHRD V1)
