SNP	CHR	BP	P	-log10P
SL2.40ch01_81250000_81350000	1	81250000	4.638328e-04	3.3336385434183184
SL2.40ch01_81260000_81360000	1	81260000	4.708916e-04	3.327079056650473
SL2.40ch01_81270000_81370000	1	81270000	5.038174e-04	3.2977268376447877
SL2.40ch01_81280000_81380000	1	81280000	4.929888e-04	3.3071629471597874
SL2.40ch01_81290000_81390000	1	81290000	5.489488e-04	3.260468159947726
SL2.40ch01_81300000_81400000	1	81300000	4.632801e-04	3.33415635433128
SL2.40ch01_81310000_81410000	1	81310000	5.138577e-04	3.2891571313179138
SL2.40ch01_81320000_81420000	1	81320000	5.164221e-04	3.286995180614218
SL2.40ch01_81330000_81430000	1	81330000	5.102096e-04	3.292251374052763
SL2.40ch01_81340000_81440000	1	81340000	5.357086e-04	3.2710713816230994
SL2.40ch01_81350000_81450000	1	81350000	5.178204e-04	3.2858208441427217
SL2.40ch01_81360000_81460000	1	81360000	4.457251e-04	3.350932908914579
SL2.40ch01_81370000_81470000	1	81370000	3.860785e-04	3.41332438276172
SL2.40ch01_81380000_81480000	1	81380000	2.278289e-04	3.642391186690449
SL2.40ch01_81830000_81930000	1	81830000	7.218747e-04	3.1415381789138177
SL2.40ch01_82030000_82130000	1	82030000	6.290411e-04	3.201320977893249
SL2.40ch01_82910000_83010000	1	82910000	7.156359e-04	3.1453078810995962
SL2.40ch01_83250000_83350000	1	83250000	7.012526e-04	3.1541255155203674
SL2.40ch01_83260000_83360000	1	83260000	7.142575e-04	3.146145190649086
SL2.40ch01_83270000_83370000	1	83270000	6.970025e-04	3.156765664177087
SL2.40ch01_83280000_83380000	1	83280000	6.685959e-04	3.1748362909394348
SL2.40ch01_83290000_83390000	1	83290000	7.093840e-04	3.1491186111700715
SL2.40ch01_83300000_83400000	1	83300000	7.201926e-04	3.1425513453302942
SL2.40ch01_85810000_85910000	1	85810000	7.510764e-04	3.124315884020054
SL2.40ch01_85820000_85920000	1	85820000	6.915387e-04	3.160183510816916
SL2.40ch01_85830000_85930000	1	85830000	9.738762e-04	3.0114962475095606
SL2.40ch01_85840000_85940000	1	85840000	1.002402e-03	2.9989580755054295
SL2.40ch01_85860000_85960000	1	85860000	1.018449e-03	2.9920607139128466
SL2.40ch01_85880000_85980000	1	85880000	9.892100e-04	3.004711501972217
SL2.40ch01_85890000_85990000	1	85890000	7.146823e-04	3.145886973611045
SL2.40ch01_90210000_90310000	1	90210000	2.615913e-04	3.582376703867733
SL2.40ch01_90220000_90304244	1	90220000	2.615913e-04	3.582376703867733
SL2.40ch02_4160000_4260000	2	4160000	1.859600e-08	7.730580462488951
SL2.40ch02_4170000_4270000	2	4170000	1.859600e-08	7.730580462488951
SL2.40ch02_4180000_4280000	2	4180000	1.859600e-08	7.730580462488951
SL2.40ch02_4190000_4290000	2	4190000	1.859600e-08	7.730580462488951
SL2.40ch02_4200000_4300000	2	4200000	1.859600e-08	7.730580462488951
SL2.40ch02_4210000_4310000	2	4210000	3.012130e-07	6.521126288426087
SL2.40ch02_4220000_4320000	2	4220000	3.012130e-07	6.521126288426087
SL2.40ch02_4230000_4330000	2	4230000	3.012130e-07	6.521126288426087
SL2.40ch02_4240000_4340000	2	4240000	3.012130e-07	6.521126288426087
SL2.40ch02_4250000_4350000	2	4250000	3.012130e-07	6.521126288426087
SL2.40ch02_4260000_4360000	2	4260000	5.838300e-07	6.2337135926304486
SL2.40ch02_4370000_4470000	2	4370000	3.960400e-14	13.402260948160416
SL2.40ch02_4380000_4480000	2	4380000	3.960400e-14	13.402260948160416
SL2.40ch02_4470000_4570000	2	4470000	3.500700e-10	9.455845105438076
SL2.40ch02_4580000_4680000	2	4580000	1.884500e-06	5.7248038582143765
SL2.40ch02_4590000_4690000	2	4590000	1.884500e-06	5.7248038582143765
SL2.40ch02_4800000_4900000	2	4800000	7.503753e-04	3.1247214700051273
SL2.40ch02_4810000_4910000	2	4810000	7.601755e-04	3.1190861315577885
SL2.40ch02_4820000_4920000	2	4820000	7.257630e-04	3.139205176264184
SL2.40ch02_4830000_4930000	2	4830000	7.550276e-04	3.122037172465362
SL2.40ch02_4840000_4940000	2	4840000	7.870393e-04	3.1040035810500832
SL2.40ch02_4850000_4950000	2	4850000	7.718255e-04	3.112480877065032
SL2.40ch02_5070000_5170000	2	5070000	4.105896e-11	10.386592055257228
SL2.40ch02_5080000_5180000	2	5080000	1.140739e-08	7.942813710381148
SL2.40ch02_5090000_5190000	2	5090000	1.140739e-08	7.942813710381148
SL2.40ch02_5100000_5200000	2	5100000	9.981837e-09	8.000789526293032
SL2.40ch02_5280000_5380000	2	5280000	6.169606e-04	3.2097425697575988
SL2.40ch02_5290000_5390000	2	5290000	6.567645e-04	3.1825903301133094
SL2.40ch02_5300000_5400000	2	5300000	4.207185e-07	6.376008390594685
SL2.40ch02_5730000_5830000	2	5730000	2.121050e-11	10.673449093638954
SL2.40ch02_5740000_5840000	2	5740000	6.394400e-22	21.19420020003818
SL2.40ch02_5750000_5850000	2	5750000	6.394400e-22	21.19420020003818
SL2.40ch02_5760000_5860000	2	5760000	6.394400e-22	21.19420020003818
SL2.40ch02_30820000_30920000	2	30820000	9.893346e-04	3.0046568020756195
SL2.40ch02_47340000_47440000	2	47340000	5.668804e-04	3.246508558565563
SL2.40ch02_47350000_47450000	2	47350000	9.169592e-04	3.037649987785882
SL2.40ch02_47840000_47940000	2	47840000	2.929789e-04	3.533163655903695
SL2.40ch02_47850000_47950000	2	47850000	2.688183e-04	3.570541169701197
SL2.40ch02_47860000_47960000	2	47860000	7.975707e-04	3.098230808886534
SL2.40ch02_48510000_48610000	2	48510000	4.116973e-04	3.385421981190384
SL2.40ch02_48520000_48620000	2	48520000	4.216762e-04	3.3750209104870548
SL2.40ch02_48530000_48630000	2	48530000	3.579816e-04	3.446139295210399
SL2.40ch02_48540000_48640000	2	48540000	6.273407e-04	3.202496535813495
SL2.40ch02_48550000_48650000	2	48550000	5.995526e-04	3.222172709333026
SL2.40ch02_48560000_48660000	2	48560000	6.095168e-04	3.215014319501311
SL2.40ch02_48570000_48670000	2	48570000	5.987542e-04	3.2227514271800084
SL2.40ch02_48580000_48680000	2	48580000	6.204958e-04	3.2072611537994127
SL2.40ch03_3550000_3650000	3	3550000	2.007783e-06	5.697283227281597
SL2.40ch03_6920000_7020000	3	6920000	7.074494e-04	3.150304617410248
SL2.40ch03_6930000_7030000	3	6930000	7.443101e-04	3.1282460877601017
SL2.40ch03_8240000_8340000	3	8240000	8.043477e-04	3.094556175693179
SL2.40ch03_8250000_8350000	3	8250000	5.823377e-04	3.234825093161813
SL2.40ch03_8260000_8360000	3	8260000	5.779743e-04	3.238091472334367
SL2.40ch03_8270000_8370000	3	8270000	8.965277e-04	3.0474362875058114
SL2.40ch03_9820000_9920000	3	9820000	1.038765e-03	2.9834826918526525
SL2.40ch03_10340000_10440000	3	10340000	8.283704e-04	3.081775428062429
SL2.40ch03_10350000_10450000	3	10350000	7.695687e-04	3.1137526042936794
SL2.40ch03_10360000_10460000	3	10360000	9.579001e-04	3.0186797814027093
SL2.40ch03_10430000_10530000	3	10430000	1.009332e-03	2.995965957596738
SL2.40ch03_10440000_10540000	3	10440000	9.097881e-04	3.0410597480272044
SL2.40ch03_10470000_10570000	3	10470000	1.023463e-03	2.9899278532323366
SL2.40ch03_37000000_37100000	3	37000000	9.673613e-06	5.014411290870075
SL2.40ch03_37010000_37110000	3	37010000	9.673613e-06	5.014411290870075
SL2.40ch03_37020000_37120000	3	37020000	9.673613e-06	5.014411290870075
SL2.40ch03_37030000_37130000	3	37030000	9.673613e-06	5.014411290870075
SL2.40ch03_37040000_37140000	3	37040000	9.673613e-06	5.014411290870075
SL2.40ch03_37050000_37150000	3	37050000	9.673613e-06	5.014411290870075
SL2.40ch03_37060000_37160000	3	37060000	9.673613e-06	5.014411290870075
SL2.40ch03_37070000_37170000	3	37070000	9.673613e-06	5.014411290870075
SL2.40ch03_37080000_37180000	3	37080000	9.673613e-06	5.014411290870075
SL2.40ch03_37090000_37190000	3	37090000	9.673613e-06	5.014411290870075
SL2.40ch03_37180000_37280000	3	37180000	2.084000e-09	8.681102285372512
SL2.40ch03_37190000_37290000	3	37190000	2.084000e-09	8.681102285372512
SL2.40ch03_37200000_37300000	3	37200000	2.084000e-09	8.681102285372512
SL2.40ch03_37210000_37310000	3	37210000	2.084000e-09	8.681102285372512
SL2.40ch03_37220000_37320000	3	37220000	2.084000e-09	8.681102285372512
SL2.40ch03_41670000_41770000	3	41670000	2.398750e-09	8.620015012256472
SL2.40ch03_41680000_41780000	3	41680000	2.398750e-09	8.620015012256472
SL2.40ch03_41690000_41790000	3	41690000	2.739200e-06	5.562376257002941
SL2.40ch03_41700000_41800000	3	41700000	7.497371e-06	5.125090997988594
SL2.40ch03_45740000_45840000	3	45740000	1.035142e-03	2.9850000699304187
SL2.40ch03_45750000_45850000	3	45750000	1.000548e-03	2.9997620718102884
SL2.40ch03_45760000_45860000	3	45760000	6.238597e-04	3.2049130679566002
SL2.40ch03_45770000_45870000	3	45770000	9.035486e-04	3.04404848267785
SL2.40ch03_45780000_45880000	3	45780000	8.712753e-04	3.0598445977136053
SL2.40ch03_45790000_45890000	3	45790000	9.045589e-04	3.0435631489676256
SL2.40ch03_45800000_45900000	3	45800000	9.403321e-04	3.026718738181679
SL2.40ch03_45810000_45910000	3	45810000	9.515533e-04	3.021566880264429
SL2.40ch03_45820000_45920000	3	45820000	8.781815e-04	3.056415716095833
SL2.40ch03_45830000_45930000	3	45830000	9.771867e-04	3.010022452623608
SL2.40ch03_46800000_46900000	3	46800000	9.717820e-04	3.012431149493091
SL2.40ch03_46940000_47040000	3	46940000	1.040895e-03	2.982593077617718
SL2.40ch03_46950000_47050000	3	46950000	1.011193e-03	2.9951659454619035
SL2.40ch03_46960000_47060000	3	46960000	5.622342e-04	3.2500827403373806
SL2.40ch03_46970000_47070000	3	46970000	4.000060e-04	3.3979334943036665
SL2.40ch03_46980000_47080000	3	46980000	6.231734e-04	3.2053910926907023
SL2.40ch03_47360000_47460000	3	47360000	7.521528e-04	3.1236939234298546
SL2.40ch03_47440000_47540000	3	47440000	1.003345e-03	2.998549709219343
SL2.40ch03_47450000_47550000	3	47450000	1.035167e-03	2.9849895812912366
SL2.40ch03_47460000_47560000	3	47460000	1.004340e-03	2.9981192402514796
SL2.40ch03_47570000_47670000	3	47570000	4.452907e-04	3.3513563751154836
SL2.40ch03_47580000_47680000	3	47580000	4.594402e-04	3.3377710076730907
SL2.40ch03_47590000_47690000	3	47590000	6.254385e-04	3.203815388486566
SL2.40ch03_47600000_47700000	3	47600000	5.262503e-04	3.2788076435775437
SL2.40ch03_47610000_47710000	3	47610000	5.410880e-04	3.266732097543249
SL2.40ch03_47620000_47720000	3	47620000	5.222229e-04	3.2821440878451775
SL2.40ch03_47630000_47730000	3	47630000	5.222229e-04	3.2821440878451775
SL2.40ch03_47640000_47740000	3	47640000	5.286402e-04	3.2768398143894353
SL2.40ch03_47650000_47750000	3	47650000	6.078002e-04	3.2162391613490637
SL2.40ch03_47660000_47760000	3	47660000	5.722685e-04	3.2424001587791564
SL2.40ch03_47670000_47770000	3	47670000	6.004166e-04	3.2215473091190745
SL2.40ch03_47680000_47780000	3	47680000	6.422300e-04	3.1923094114288912
SL2.40ch03_47690000_47790000	3	47690000	5.121967e-04	3.2905632239472595
SL2.40ch03_47700000_47800000	3	47700000	5.478485e-04	3.2613395231043314
SL2.40ch03_47710000_47810000	3	47710000	6.553556e-04	3.1835229851815607
SL2.40ch03_47900000_48000000	3	47900000	8.870053e-04	3.0520737851808133
SL2.40ch03_48160000_48260000	3	48160000	8.963746e-04	3.0475104582906236
SL2.40ch03_48170000_48270000	3	48170000	1.046725e-03	2.9801674030106087
SL2.40ch03_48380000_48480000	3	48380000	9.021944e-04	3.0446998729339927
SL2.40ch03_48390000_48490000	3	48390000	6.073531e-04	3.2165587474813173
SL2.40ch03_48400000_48500000	3	48400000	4.937954e-04	3.3064529600985413
SL2.40ch03_48410000_48510000	3	48410000	4.266111e-04	3.369967848825563
SL2.40ch03_48420000_48520000	3	48420000	4.369921e-04	3.3595264141907206
SL2.40ch03_48430000_48530000	3	48430000	4.063939e-04	3.3910528194648406
SL2.40ch03_48440000_48540000	3	48440000	5.184461e-04	3.285296388145447
SL2.40ch03_48450000_48550000	3	48450000	4.317594e-04	3.3647581984653323
SL2.40ch03_48660000_48760000	3	48660000	5.127832e-04	3.290066211778658
SL2.40ch03_48670000_48770000	3	48670000	4.317501e-04	3.364767553171174
SL2.40ch03_48680000_48780000	3	48680000	1.134487e-04	3.9452004762978747
SL2.40ch03_48690000_48790000	3	48690000	9.932304e-05	4.002949996376635
SL2.40ch03_48700000_48800000	3	48700000	9.318289e-05	4.030663824349385
SL2.40ch03_48710000_48810000	3	48710000	8.812793e-05	4.054886430719086
SL2.40ch03_48720000_48820000	3	48720000	2.904204e-05	4.536972880753415
SL2.40ch03_48730000_48830000	3	48730000	2.866459e-05	4.542654265715959
SL2.40ch03_48740000_48840000	3	48740000	2.925533e-05	4.5337949986856945
SL2.40ch03_48750000_48850000	3	48750000	2.617481e-05	4.582116462132445
SL2.40ch03_48760000_48860000	3	48760000	2.280164e-05	4.642033915397099
SL2.40ch03_48980000_49080000	3	48980000	7.962315e-04	3.0989606451322635
SL2.40ch03_48990000_49090000	3	48990000	6.768616e-04	3.1695001237830147
SL2.40ch03_49000000_49100000	3	49000000	7.168078e-04	3.144597277510931
SL2.40ch03_49010000_49110000	3	49010000	6.062294e-04	3.217363005698263
SL2.40ch03_49020000_49120000	3	49020000	6.154274e-04	3.2108231720406204
SL2.40ch03_49610000_49710000	3	49610000	1.025251e-03	2.9891697984420675
SL2.40ch03_49620000_49720000	3	49620000	9.851426e-04	3.006500900557544
SL2.40ch03_49950000_50050000	3	49950000	5.888427e-04	3.230000704611476
SL2.40ch03_49960000_50060000	3	49960000	6.432631e-04	3.191611360656237
SL2.40ch03_49970000_50070000	3	49970000	6.418302e-04	3.1925798519261135
SL2.40ch03_49980000_50080000	3	49980000	6.838450e-04	3.165042324117582
SL2.40ch03_49990000_50090000	3	49990000	6.035131e-04	3.2193132985642023
SL2.40ch03_50180000_50280000	3	50180000	6.183996e-04	3.2087308000047523
SL2.40ch03_50190000_50290000	3	50190000	6.898825e-04	3.1612248715048152
SL2.40ch03_50200000_50300000	3	50200000	6.619168e-04	3.1791965960160358
SL2.40ch03_50210000_50310000	3	50210000	6.676139e-04	3.1754746297063097
SL2.40ch03_50220000_50320000	3	50220000	7.680032e-04	3.1146369704119166
SL2.40ch03_50230000_50330000	3	50230000	6.207510e-04	3.207082572145316
SL2.40ch03_50240000_50340000	3	50240000	5.465566e-04	3.262364856962484
SL2.40ch03_50250000_50350000	3	50250000	7.451978e-04	3.127728435913839
SL2.40ch03_50260000_50360000	3	50260000	5.476452e-04	3.26150071448167
SL2.40ch03_50270000_50370000	3	50270000	5.476452e-04	3.26150071448167
SL2.40ch03_50280000_50380000	3	50280000	5.244019e-04	3.2803357434540725
SL2.40ch03_50290000_50390000	3	50290000	6.578673e-04	3.1818617001395237
SL2.40ch03_50300000_50400000	3	50300000	6.539146e-04	3.184478966003728
SL2.40ch03_50420000_50520000	3	50420000	6.744550e-04	3.1710470213866495
SL2.40ch03_50430000_50530000	3	50430000	5.283622e-04	3.2770682601692234
SL2.40ch03_50440000_50540000	3	50440000	6.113573e-04	3.213704897670732
SL2.40ch03_50450000_50550000	3	50450000	6.572086e-04	3.1822967621753397
SL2.40ch03_50460000_50560000	3	50460000	6.444856e-04	3.190786781817801
SL2.40ch03_50470000_50570000	3	50470000	5.369389e-04	3.2700751312512093
SL2.40ch03_50480000_50580000	3	50480000	4.851705e-04	3.31410561356949
SL2.40ch03_50490000_50590000	3	50490000	4.393662e-04	3.357173355968308
SL2.40ch03_50500000_50600000	3	50500000	3.765645e-04	3.4241606247888505
SL2.40ch03_50510000_50610000	3	50510000	3.632419e-04	3.439804061336961
SL2.40ch03_50520000_50620000	3	50520000	3.686378e-04	3.433400134418832
SL2.40ch03_50530000_50630000	3	50530000	3.736317e-04	3.4275562840719282
SL2.40ch03_50540000_50640000	3	50540000	3.071910e-04	3.5125915122980578
SL2.40ch03_50550000_50650000	3	50550000	2.424670e-04	3.6153473609509508
SL2.40ch03_50560000_50660000	3	50560000	2.347660e-04	3.6293647995946845
SL2.40ch03_50570000_50670000	3	50570000	2.200430e-04	3.6574924426417224
SL2.40ch03_50580000_50680000	3	50580000	2.346170e-04	3.6296405227460435
SL2.40ch03_50590000_50690000	3	50590000	2.474380e-04	3.606533603320405
SL2.40ch03_50600000_50700000	3	50600000	7.296156e-04	3.1369058888771613
SL2.40ch03_50610000_50710000	3	50610000	6.858797e-04	3.1637520507768064
SL2.40ch03_50620000_50720000	3	50620000	6.345286e-04	3.1975487982465696
SL2.40ch03_50630000_50730000	3	50630000	5.617020e-04	3.250494029769189
SL2.40ch03_50640000_50740000	3	50640000	5.601113e-04	3.25172566554204
SL2.40ch03_50650000_50750000	3	50650000	5.466740e-04	3.262271580809454
SL2.40ch03_50660000_50760000	3	50660000	8.602321e-04	3.0653843555592335
SL2.40ch03_50700000_50800000	3	50700000	9.143556e-04	3.038884870914569
SL2.40ch03_50710000_50810000	3	50710000	9.680142e-04	3.0141182718895294
SL2.40ch03_50720000_50820000	3	50720000	1.042900e-03	2.9817573325420903
SL2.40ch03_50770000_50870000	3	50770000	9.086028e-04	3.0416259291737417
SL2.40ch03_50780000_50880000	3	50780000	9.724543e-04	3.0121307989731254
SL2.40ch03_50790000_50890000	3	50790000	9.016823e-04	3.044946455430632
SL2.40ch03_50800000_50900000	3	50800000	9.718574e-04	3.012397454144096
SL2.40ch03_50810000_50910000	3	50810000	1.040524e-03	2.982747898203571
SL2.40ch03_50830000_50930000	3	50830000	2.548061e-04	3.5937901793012523
SL2.40ch03_50840000_50940000	3	50840000	2.399353e-04	3.6199058526265238
SL2.40ch03_50850000_50950000	3	50850000	1.928771e-04	3.714719332408007
SL2.40ch03_50860000_50960000	3	50860000	2.631382e-04	3.5798161004321436
SL2.40ch03_50870000_50970000	3	50870000	3.034863e-04	3.517860909098424
SL2.40ch03_50880000_50980000	3	50880000	9.462491e-04	3.0239945205594743
SL2.40ch03_51010000_51110000	3	51010000	2.823145e-04	3.5492668154121763
SL2.40ch03_51020000_51120000	3	51020000	4.297472e-04	3.366786944259318
SL2.40ch03_51030000_51130000	3	51030000	4.452449e-04	3.351401046406084
SL2.40ch03_51040000_51140000	3	51040000	5.079408e-04	3.2941869013608085
SL2.40ch03_51050000_51150000	3	51050000	5.185205e-04	3.285234068858579
SL2.40ch03_51060000_51160000	3	51060000	5.405324e-04	3.267178268927162
SL2.40ch03_51080000_51180000	3	51080000	9.591517e-04	3.018112699124827
SL2.40ch03_51090000_51190000	3	51090000	9.720289e-04	3.0123208226005334
SL2.40ch03_51200000_51300000	3	51200000	3.520173e-04	3.4534359924596183
SL2.40ch03_51210000_51310000	3	51210000	3.667588e-04	3.4356194569104725
SL2.40ch03_51220000_51320000	3	51220000	3.956830e-04	3.4026526082247246
SL2.40ch03_51230000_51330000	3	51230000	7.943165e-04	3.100006415941703
SL2.40ch03_51350000_51450000	3	51350000	1.027400e-03	2.9882604386116816
SL2.40ch03_51360000_51460000	3	51360000	7.084611e-04	3.1496839908916723
SL2.40ch03_51370000_51470000	3	51370000	3.402566e-04	3.468193441978321
SL2.40ch03_51380000_51480000	3	51380000	3.348195e-04	3.475189256485883
SL2.40ch03_51390000_51490000	3	51390000	3.256999e-04	3.4871823747770208
SL2.40ch03_51400000_51500000	3	51400000	7.263922e-04	3.138828827916413
SL2.40ch03_51410000_51510000	3	51410000	7.962743e-04	3.09893730103665
SL2.40ch03_51520000_51620000	3	51520000	8.039049e-04	3.0947953241968977
SL2.40ch03_51530000_51630000	3	51530000	7.045236e-04	3.152104454395497
SL2.40ch03_51540000_51640000	3	51540000	6.862777e-04	3.163500112903433
SL2.40ch03_51550000_51650000	3	51550000	5.702314e-04	3.243948871784072
SL2.40ch03_51560000_51660000	3	51560000	4.483454e-04	3.3483872817205063
SL2.40ch03_51570000_51670000	3	51570000	5.627794e-04	3.249661807879196
SL2.40ch03_51580000_51680000	3	51580000	5.243944e-04	3.2803419547815045
SL2.40ch03_51590000_51690000	3	51590000	5.216733e-04	3.282601390533525
SL2.40ch03_51600000_51700000	3	51600000	2.966726e-04	3.5277225622719692
SL2.40ch03_51610000_51710000	3	51610000	3.037943e-04	3.5174203789319884
SL2.40ch03_51620000_51720000	3	51620000	2.476278e-04	3.6062006007308347
SL2.40ch03_51630000_51730000	3	51630000	2.729690e-04	3.5638866712500388
SL2.40ch03_51640000_51740000	3	51640000	3.227296e-04	3.491161200300694
SL2.40ch03_51650000_51750000	3	51650000	2.939730e-04	3.5316925556064853
SL2.40ch03_51660000_51760000	3	51660000	3.331306e-04	3.477385472980476
SL2.40ch03_51670000_51770000	3	51670000	1.694602e-04	3.7709322853666127
SL2.40ch03_51680000_51780000	3	51680000	1.769612e-04	3.752121945350468
SL2.40ch03_51690000_51790000	3	51690000	2.069786e-04	3.684074554940934
SL2.40ch03_51700000_51800000	3	51700000	2.055218e-04	3.687142105089296
SL2.40ch03_51710000_51810000	3	51710000	2.230313e-04	3.6516341842011877
SL2.40ch03_51720000_51820000	3	51720000	2.530595e-04	3.5967773543831143
SL2.40ch03_51730000_51830000	3	51730000	2.292047e-04	3.639776481106319
SL2.40ch03_51740000_51840000	3	51740000	2.809767e-04	3.551329692482744
SL2.40ch03_52100000_52200000	3	52100000	9.909118e-04	3.003964999882017
SL2.40ch03_52110000_52210000	3	52110000	8.684209e-04	3.0612697330694747
SL2.40ch03_52120000_52220000	3	52120000	9.001838e-04	3.0456688070317477
SL2.40ch03_52130000_52230000	3	52130000	8.649936e-04	3.0629871058241647
